stimID,face,mDominance,dominance,behavior,trait,trialType,congruence,dist,encodingLoop.thisRepN,encodingLoop.thisTrialN,encodingLoop.thisN,encodingLoop.thisIndex,distLoop.thisRepN,distLoop.thisTrialN,distLoop.thisN,distLoop.thisIndex,recognitionLoop.thisRepN,recognitionLoop.thisTrialN,recognitionLoop.thisN,recognitionLoop.thisIndex,distAnswers.keys,distAnswers.rt,keyResp.keys,keyResp.rt,ageRate.response,ageRate.rt,eflResp.keys,eflResp.rt,genderResp.keys,genderResp.rt,ethResp.keys,ethResp.rt,condition,participant,date,expName,psychopyVersion,frameRate,
M027C,faces/M027C.jpg,5.03477819,Dominant,Preferred not to speak up during a class discussion,quiet,implicit,incongruent,,0,0,0,5,,,,,,,,,,,,,,,,,,,,,4,052,2019_Nov_20_1239,trustSTIs,3.0.0b12,59.89580516123029,
M031C,faces/M031C.jpg,2.62550405,Nondominant,Sent money to a Nigerian scammer,persuasive,mismatch,congruent,,0,1,1,24,,,,,,,,,,,,,,,,,,,,,4,052,2019_Nov_20_1239,trustSTIs,3.0.0b12,59.89580516123029,
M069C,faces/M069C.jpg,4.9460686,Dominant,Gave a speech in support of a controversial topic,bold,implicit,congruent,,0,2,2,12,,,,,,,,,,,,,,,,,,,,,4,052,2019_Nov_20_1239,trustSTIs,3.0.0b12,59.89580516123029,
M067C,faces/M067C.jpg,4.70614921,Dominant,Was purposeeful and attended a rally to oppose a bigoted politician,purposeful,explicit,congruent,,0,3,3,11,,,,,,,,,,,,,,,,,,,,,4,052,2019_Nov_20_1239,trustSTIs,3.0.0b12,59.89580516123029,
M017C,faces/M017C.jpg,4.551915335,Dominant,Was anxious and worried that their friends talked behind their back,anxious,explicit,incongruent,,0,4,4,2,,,,,,,,,,,,,,,,,,,,,4,052,2019_Nov_20_1239,trustSTIs,3.0.0b12,59.89580516123029,
M034C,faces/M034C.jpg,3.175403159,Nondominant,Believed they could build a flying car,courageous,mismatch,congruent,,0,5,5,25,,,,,,,,,,,,,,,,,,,,,4,052,2019_Nov_20_1239,trustSTIs,3.0.0b12,59.89580516123029,
M023C,faces/M023C.jpg,5.23991936,Dominant,Could not lift a 50lb bag of cement,weak,implicit,incongruent,,0,6,6,4,,,,,,,,,,,,,,,,,,,,,4,052,2019_Nov_20_1239,trustSTIs,3.0.0b12,59.89580516123029,
M024C,faces/M024C.jpg,3.67187497,Nondominant,Dressed in the same style as all of their friends,conformist,implicit,congruent,,0,7,7,23,,,,,,,,,,,,,,,,,,,,,4,052,2019_Nov_20_1239,trustSTIs,3.0.0b12,59.89580516123029,
M010C,faces/M010C.jpg,3.430947582,Nondominant,Was submissive and stood and listened to their boss berate them,submissive,explicit,congruent,,0,8,8,19,,,,,,,,,,,,,,,,,,,,,4,052,2019_Nov_20_1239,trustSTIs,3.0.0b12,59.89580516123029,
M021C,faces/M021C.jpg,3.62298385,Nondominant,Declined to attend a friend's holiday party,unsociable,implicit,congruent,,0,9,9,22,,,,,,,,,,,,,,,,,,,,,4,052,2019_Nov_20_1239,trustSTIs,3.0.0b12,59.89580516123029,
M092C,faces/M092C.jpg,3.25806462,Nondominant,Scored seven touchdowns in a single game,lonely,mismatch,incongruent,,0,10,10,35,,,,,,,,,,,,,,,,,,,,,4,052,2019_Nov_20_1239,trustSTIs,3.0.0b12,59.89580516123029,
M022C,faces/M022C.jpg,5.63911285,Dominant,Could not finish a simple work project in in time,incompetent,implicit,incongruent,,0,11,11,3,,,,,,,,,,,,,,,,,,,,,4,052,2019_Nov_20_1239,trustSTIs,3.0.0b12,59.89580516123029,
M073C,faces/M073C.jpg,3.661794355,Nondominant,Completed four work projects in a single week,productive,implicit,incongruent,,0,12,12,32,,,,,,,,,,,,,,,,,,,,,4,052,2019_Nov_20_1239,trustSTIs,3.0.0b12,59.89580516123029,
M062C,faces/M062C.jpg,4.50907254,Dominant,Was dominant and proclaimed himself their group's leader,dominant,explicit,congruent,,0,13,13,10,,,,,,,,,,,,,,,,,,,,,4,052,2019_Nov_20_1239,trustSTIs,3.0.0b12,59.89580516123029,
M089C,faces/M089C.jpg,2.621975722,Nondominant,Was sure of all of their answers on the exam,nervous,mismatch,incongruent,,0,14,14,34,,,,,,,,,,,,,,,,,,,,,4,052,2019_Nov_20_1239,trustSTIs,3.0.0b12,59.89580516123029,
M074C,faces/M074C.jpg,4.90020156,Dominant,Believed that they were the most intelligent in their class,proud,implicit,congruent,,0,15,15,14,,,,,,,,,,,,,,,,,,,,,4,052,2019_Nov_20_1239,trustSTIs,3.0.0b12,59.89580516123029,
M050C,faces/M050C.jpg,4.80090731,Dominant,Could not remember the last time they hung out with a friend,talented,mismatch,incongruent,,0,16,16,8,,,,,,,,,,,,,,,,,,,,,4,052,2019_Nov_20_1239,trustSTIs,3.0.0b12,59.89580516123029,
M057C,faces/M057C.jpg,3.348286281,Nondominant,Was smart and solved a Rubik's cube in four minutes,smart,explicit,incongruent,,0,17,17,29,,,,,,,,,,,,,,,,,,,,,4,052,2019_Nov_20_1239,trustSTIs,3.0.0b12,59.89580516123029,
M054C,faces/M054C.jpg,5.90524195,Dominant,Was influential and convinced their group to follow their lead,influential,explicit,congruent,,0,18,18,9,,,,,,,,,,,,,,,,,,,,,4,052,2019_Nov_20_1239,trustSTIs,3.0.0b12,59.89580516123029,
M088C,faces/M088C.jpg,4.727318497,Dominant,Won a debate in record time,gullible,mismatch,congruent,,0,19,19,15,,,,,,,,,,,,,,,,,,,,,4,052,2019_Nov_20_1239,trustSTIs,3.0.0b12,59.89580516123029,
M001C,faces/M001C.jpg,3.061491945,Nondominant,Was lazy and decided not to complete an assignment,lazy,explicit,congruent,,0,20,20,18,,,,,,,,,,,,,,,,,,,,,4,052,2019_Nov_20_1239,trustSTIs,3.0.0b12,59.89580516123029,
M036C,faces/M036C.jpg,2.442540253,Nondominant,Did not want to speak up about their own opinions,competent,mismatch,congruent,,0,21,21,26,,,,,,,,,,,,,,,,,,,,,4,052,2019_Nov_20_1239,trustSTIs,3.0.0b12,59.89580516123029,
M090C,faces/M090C.jpg,4.571572515,Dominant,Stood up for their beliefs even when it was unpopular,foolish,mismatch,congruent,,0,22,22,16,,,,,,,,,,,,,,,,,,,,,4,052,2019_Nov_20_1239,trustSTIs,3.0.0b12,59.89580516123029,
M016C,faces/M016C.jpg,2.91229845,Nondominant,Decided to avoid an argument out of a fear of losing,passive,implicit,congruent,,0,23,23,21,,,,,,,,,,,,,,,,,,,,,4,052,2019_Nov_20_1239,trustSTIs,3.0.0b12,59.89580516123029,
M002C,faces/M002C.jpg,5.85635085,Dominant,Was oversensitive and could not handle criticism without crying,oversensitive,explicit,incongruent,,0,24,24,0,,,,,,,,,,,,,,,,,,,,,4,052,2019_Nov_20_1239,trustSTIs,3.0.0b12,59.89580516123029,
M038C,faces/M039C.jpg,5.087197565,Dominant,Afraid of being hit by a car when crossing a street,confident,mismatch,incongruent,,0,25,25,7,,,,,,,,,,,,,,,,,,,,,4,052,2019_Nov_20_1239,trustSTIs,3.0.0b12,59.89580516123029,
M078C,faces/M078C.jpg,3.31552405,Nondominant,Ordered food for everyone at the dinner table,unconvincing,mismatch,incongruent,,0,26,26,33,,,,,,,,,,,,,,,,,,,,,4,052,2019_Nov_20_1239,trustSTIs,3.0.0b12,59.89580516123029,
M070C,faces/M070C.jpg,3.235887104,Nondominant,Declined to ask for help when solving a difficult problem,independent,implicit,incongruent,,0,27,27,31,,,,,,,,,,,,,,,,,,,,,4,052,2019_Nov_20_1239,trustSTIs,3.0.0b12,59.89580516123029,
M095C,faces/M095C.jpg,4.7610887,Dominant,Spoke five languages and could read three more,soft-spoken,mismatch,congruent,,0,28,28,17,,,,,,,,,,,,,,,,,,,,,4,052,2019_Nov_20_1239,trustSTIs,3.0.0b12,59.89580516123029,
M042C,faces/M042C.jpg,3.357862932,Nondominant,Was fearless and went skydiving without hesitation,fearless,explicit,incongruent,,0,29,29,27,,,,,,,,,,,,,,,,,,,,,4,052,2019_Nov_20_1239,trustSTIs,3.0.0b12,59.89580516123029,
M014C,faces/M014C.jpg,3.179939585,Nondominant,Was absent-minded and forgot their spouse's birthday,absent-minded,explicit,congruent,,0,30,30,20,,,,,,,,,,,,,,,,,,,,,4,052,2019_Nov_20_1239,trustSTIs,3.0.0b12,59.89580516123029,
